Actor,Achiever,Group,Course,Time,Action
6,High,1,A,2025-01-01 10:26:24.712698,plan
6,High,1,A,2025-01-01 10:32:50.712698,consensus
6,High,1,A,2025-01-01 10:40:02.712698,plan
6,High,1,A,2025-01-01 10:47:40.712698,plan
6,High,1,A,2025-01-01 10:50:06.712698,plan
6,High,1,A,2025-01-01 10:56:08.712698,plan
6,High,1,A,2025-01-01 11:01:53.712698,plan
6,High,1,A,2025-01-01 11:05:34.712698,emotion
6,High,1,A,2025-01-01 11:06:29.712698,plan
6,High,1,A,2025-01-01 11:08:19.712698,plan
6,High,1,A,2025-01-01 11:13:49.712698,consensus
6,High,1,A,2025-01-01 11:15:10.712698,coregulate
6,High,1,A,2025-01-01 11:22:10.712698,adapt
6,High,1,A,2025-01-01 11:22:17.712698,cohesion
6,High,1,A,2025-01-01 11:29:36.712698,consensus
6,High,1,A,2025-01-01 11:33:53.712698,plan
6,High,1,A,2025-01-01 11:38:08.712698,consensus
7,High,1,A,2025-01-01 10:26:04.712698,plan
7,High,1,A,2025-01-01 10:30:29.712698,discuss
7,High,1,A,2025-01-01 10:37:15.712698,coregulate
8,High,1,A,2025-01-01 10:26:46.712698,plan
8,High,1,A,2025-01-01 10:30:22.712698,emotion
8,High,1,A,2025-01-01 10:33:16.712698,consensus
8,High,1,A,2025-01-01 10:35:50.712698,discuss
8,High,1,A,2025-01-01 10:39:18.712698,consensus
8,High,1,A,2025-01-01 10:45:04.712698,plan
8,High,1,A,2025-01-01 10:45:37.712698,consensus
8,High,1,A,2025-01-01 10:47:40.712698,plan
8,High,1,A,2025-01-01 10:49:19.712698,monitor
8,High,1,A,2025-01-01 10:52:45.712698,discuss
8,High,1,A,2025-01-01 10:56:48.712698,consensus
8,High,1,A,2025-01-01 11:00:07.712698,plan
8,High,1,A,2025-01-01 11:02:52.712698,consensus
8,High,1,A,2025-01-01 11:08:15.712698,coregulate
8,High,1,A,2025-01-01 11:10:54.712698,consensus
8,High,1,A,2025-01-01 11:16:59.712698,consensus
8,High,1,A,2025-01-01 11:18:15.712698,plan
8,High,1,A,2025-01-01 11:24:58.712698,plan
8,High,1,A,2025-01-01 11:27:04.712698,consensus
8,High,1,A,2025-01-01 11:30:02.712698,emotion
8,High,1,A,2025-01-01 11:35:13.712698,cohesion
8,High,1,A,2025-01-01 11:40:55.712698,consensus
8,High,1,A,2025-01-01 11:48:21.712698,emotion
8,High,1,A,2025-01-01 11:54:37.712698,plan
8,High,1,A,2025-01-01 11:55:57.712698,plan
9,High,1,A,2025-01-01 10:25:56.712698,discuss
9,High,1,A,2025-01-01 10:29:34.712698,consensus
10,High,1,A,2025-01-01 10:23:45.712698,emotion
10,High,1,A,2025-01-01 10:26:43.712698,cohesion
10,High,1,A,2025-01-01 10:31:18.712698,discuss
10,High,1,A,2025-01-01 10:36:20.712698,synthesis
11,High,2,A,2025-01-01 10:35:51.076192,monitor
11,High,2,A,2025-01-01 10:37:02.076192,plan
11,High,2,A,2025-01-01 10:43:14.076192,plan
11,High,2,A,2025-01-01 10:43:41.076192,consensus
11,High,2,A,2025-01-01 10:51:52.076192,discuss
11,High,2,A,2025-01-01 10:53:02.076192,consensus
11,High,2,A,2025-01-01 10:58:52.076192,coregulate
11,High,2,A,2025-01-01 11:02:07.076192,emotion
11,High,2,A,2025-01-01 11:09:42.076192,plan
11,High,2,A,2025-01-01 11:13:53.076192,emotion
11,High,2,A,2025-01-01 11:17:24.076192,cohesion
11,High,2,A,2025-01-01 11:21:38.076192,consensus
11,High,2,A,2025-01-01 11:23:36.076192,discuss
11,High,2,A,2025-01-01 11:24:35.076192,consensus
11,High,2,A,2025-01-01 11:29:11.076192,plan
11,High,2,A,2025-01-01 11:30:18.076192,emotion
11,High,2,A,2025-01-01 11:31:20.076192,cohesion
11,High,2,A,2025-01-01 11:35:52.076192,plan
11,High,2,A,2025-01-01 11:40:08.076192,consensus
11,High,2,A,2025-01-01 11:46:43.076192,plan
11,High,2,A,2025-01-01 11:51:55.076192,plan
11,High,2,A,2025-01-01 11:52:05.076192,monitor
12,High,2,A,2025-01-01 10:38:32.076192,consensus
12,High,2,A,2025-01-01 10:39:20.076192,consensus
12,High,2,A,2025-01-01 10:44:04.076192,plan
12,High,2,A,2025-01-01 10:44:50.076192,cohesion
12,High,2,A,2025-01-01 10:52:53.076192,consensus
12,High,2,A,2025-01-01 10:58:57.076192,discuss
12,High,2,A,2025-01-01 11:04:55.076192,synthesis
12,High,2,A,2025-01-01 11:09:28.076192,consensus
12,High,2,A,2025-01-01 11:13:59.076192,discuss
12,High,2,A,2025-01-01 11:16:06.076192,discuss
12,High,2,A,2025-01-01 11:18:54.076192,cohesion
12,High,2,A,2025-01-01 11:24:57.076192,monitor
12,High,2,A,2025-01-01 11:26:20.076192,consensus
12,High,2,A,2025-01-01 11:29:27.076192,coregulate
12,High,2,A,2025-01-01 11:34:43.076192,monitor
12,High,2,A,2025-01-01 11:42:00.076192,plan
12,High,2,A,2025-01-01 11:48:04.076192,consensus
12,High,2,A,2025-01-01 11:53:48.076192,emotion
12,High,2,A,2025-01-01 11:58:13.076192,consensus
12,High,2,A,2025-01-01 12:03:02.076192,coregulate
12,High,2,A,2025-01-01 12:06:29.076192,emotion
12,High,2,A,2025-01-01 12:08:09.076192,cohesion
12,High,2,A,2025-01-01 12:12:46.076192,plan
12,High,2,A,2025-01-01 12:14:06.076192,consensus
13,High,2,A,2025-01-01 10:41:03.076192,discuss
13,High,2,A,2025-01-01 10:41:58.076192,consensus
13,High,2,A,2025-01-01 10:45:19.076192,plan
13,High,2,A,2025-01-01 10:47:40.076192,plan
13,High,2,A,2025-01-01 10:51:33.076192,emotion
13,High,2,A,2025-01-01 10:53:07.076192,monitor
13,High,2,A,2025-01-01 10:56:52.076192,plan
13,High,2,A,2025-01-01 10:58:08.076192,plan
13,High,2,A,2025-01-01 11:04:47.076192,monitor
13,High,2,A,2025-01-01 11:05:53.076192,cohesion
13,High,2,A,2025-01-01 11:10:55.076192,consensus
13,High,2,A,2025-01-01 11:18:10.076192,discuss
13,High,2,A,2025-01-01 11:24:08.076192,synthesis
13,High,2,A,2025-01-01 11:31:36.076192,plan
13,High,2,A,2025-01-01 11:36:33.076192,emotion
14,High,2,A,2025-01-01 10:37:04.076192,monitor
14,High,2,A,2025-01-01 10:41:08.076192,monitor
15,High,2,A,2025-01-01 10:38:24.076192,adapt
15,High,2,A,2025-01-01 10:40:17.076192,emotion
15,High,2,A,2025-01-01 10:43:56.076192,plan
15,High,2,A,2025-01-01 10:50:11.076192,plan
15,High,2,A,2025-01-01 10:54:31.076192,monitor
15,High,2,A,2025-01-01 11:00:27.076192,plan
15,High,2,A,2025-01-01 11:02:21.076192,consensus
15,High,2,A,2025-01-01 11:07:51.076192,discuss
15,High,2,A,2025-01-01 11:08:09.076192,synthesis
15,High,2,A,2025-01-01 11:11:22.076192,consensus
15,High,2,A,2025-01-01 11:15:33.076192,discuss
15,High,2,A,2025-01-01 11:19:22.076192,consensus
15,High,2,A,2025-01-01 11:21:26.076192,discuss
15,High,2,A,2025-01-01 11:22:51.076192,coregulate
15,High,2,A,2025-01-01 11:26:51.076192,emotion
15,High,2,A,2025-01-01 11:31:05.076192,cohesion
16,High,2,A,2025-01-01 10:36:48.076192,plan
16,High,2,A,2025-01-01 10:42:51.076192,consensus
16,High,2,A,2025-01-01 10:45:13.076192,discuss
16,High,2,A,2025-01-01 10:49:55.076192,emotion
16,High,2,A,2025-01-01 10:57:32.076192,consensus
16,High,2,A,2025-01-01 10:58:07.076192,cohesion
16,High,2,A,2025-01-01 11:06:07.076192,coregulate
16,High,2,A,2025-01-01 11:08:43.076192,emotion
16,High,2,A,2025-01-01 11:14:40.076192,discuss
16,High,2,A,2025-01-01 11:20:16.076192,cohesion
16,High,2,A,2025-01-01 11:21:47.076192,emotion
16,High,2,A,2025-01-01 11:28:31.076192,cohesion
16,High,2,A,2025-01-01 11:33:41.076192,coregulate
16,High,2,A,2025-01-01 11:34:05.076192,plan
16,High,2,A,2025-01-01 11:39:56.076192,emotion
16,High,2,A,2025-01-01 11:47:02.076192,cohesion
16,High,2,A,2025-01-01 11:53:06.076192,consensus
16,High,2,A,2025-01-01 11:58:39.076192,coregulate
16,High,2,A,2025-01-01 12:01:23.076192,emotion
16,High,2,A,2025-01-01 12:02:14.076192,consensus
17,High,2,A,2025-01-01 10:35:13.076192,discuss
17,High,2,A,2025-01-01 10:36:12.076192,consensus
17,High,2,A,2025-01-01 10:38:59.076192,discuss
18,High,2,A,2025-01-01 10:38:17.076192,cohesion
18,High,2,A,2025-01-01 10:39:43.076192,coregulate
18,High,2,A,2025-01-01 10:40:44.076192,plan
18,High,2,A,2025-01-01 10:41:00.076192,emotion
18,High,2,A,2025-01-01 10:48:53.076192,discuss
18,High,2,A,2025-01-01 10:53:10.076192,consensus
18,High,2,A,2025-01-01 10:58:28.076192,coregulate
18,High,2,A,2025-01-01 11:03:24.076192,consensus
18,High,2,A,2025-01-01 11:03:53.076192,plan
18,High,2,A,2025-01-01 11:11:36.076192,consensus
18,High,2,A,2025-01-01 11:15:06.076192,plan
18,High,2,A,2025-01-01 11:16:33.076192,plan
18,High,2,A,2025-01-01 11:17:39.076192,consensus
18,High,2,A,2025-01-01 11:23:36.076192,coregulate
19,High,2,A,2025-01-01 10:38:44.076192,monitor
19,High,2,A,2025-01-01 10:46:48.076192,consensus
19,High,2,A,2025-01-01 10:52:26.076192,plan
20,High,2,A,2025-01-01 10:40:15.076192,cohesion
20,High,2,A,2025-01-01 10:40:53.076192,consensus
20,High,2,A,2025-01-01 10:45:17.076192,plan
20,High,2,A,2025-01-01 10:46:42.076192,plan
20,High,2,A,2025-01-01 10:49:15.076192,emotion
20,High,2,A,2025-01-01 10:55:04.076192,consensus
20,High,2,A,2025-01-01 11:03:03.076192,plan
20,High,2,A,2025-01-01 11:06:07.076192,plan
20,High,2,A,2025-01-01 11:07:43.076192,plan
20,High,2,A,2025-01-01 11:11:57.076192,plan
21,High,3,A,2025-01-01 12:10:12.17569,plan
21,High,3,A,2025-01-01 12:13:39.17569,emotion
21,High,3,A,2025-01-01 12:18:59.17569,discuss
21,High,3,A,2025-01-01 12:25:42.17569,consensus
21,High,3,A,2025-01-01 12:28:46.17569,coregulate
21,High,3,A,2025-01-01 12:33:30.17569,emotion
21,High,3,A,2025-01-01 12:36:07.17569,consensus
21,High,3,A,2025-01-01 12:36:58.17569,consensus
21,High,3,A,2025-01-01 12:38:02.17569,plan
21,High,3,A,2025-01-01 12:40:32.17569,consensus
21,High,3,A,2025-01-01 12:48:12.17569,emotion
21,High,3,A,2025-01-01 12:52:45.17569,cohesion
21,High,3,A,2025-01-01 12:56:29.17569,consensus
21,High,3,A,2025-01-01 13:04:05.17569,discuss
21,High,3,A,2025-01-01 13:07:42.17569,cohesion
21,High,3,A,2025-01-01 13:14:32.17569,consensus
21,High,3,A,2025-01-01 13:17:47.17569,consensus
21,High,3,A,2025-01-01 13:24:25.17569,emotion
21,High,3,A,2025-01-01 13:30:46.17569,plan
21,High,3,A,2025-01-01 13:32:41.17569,consensus
21,High,3,A,2025-01-01 13:40:51.17569,plan
21,High,3,A,2025-01-01 13:41:47.17569,plan
21,High,3,A,2025-01-01 13:43:43.17569,consensus
21,High,3,A,2025-01-01 13:47:14.17569,plan
22,High,3,A,2025-01-01 12:11:29.17569,monitor
22,High,3,A,2025-01-01 12:13:38.17569,emotion
22,High,3,A,2025-01-01 12:18:43.17569,consensus
22,High,3,A,2025-01-01 12:23:44.17569,plan
22,High,3,A,2025-01-01 12:25:01.17569,consensus
22,High,3,A,2025-01-01 12:25:33.17569,consensus
22,High,3,A,2025-01-01 12:28:09.17569,plan
22,High,3,A,2025-01-01 12:36:24.17569,plan
22,High,3,A,2025-01-01 12:39:10.17569,coregulate
22,High,3,A,2025-01-01 12:39:43.17569,consensus
22,High,3,A,2025-01-01 12:45:13.17569,coregulate
22,High,3,A,2025-01-01 12:48:29.17569,plan
22,High,3,A,2025-01-01 12:54:38.17569,consensus
22,High,3,A,2025-01-01 12:56:24.17569,coregulate
22,High,3,A,2025-01-01 13:02:08.17569,emotion
22,High,3,A,2025-01-01 13:05:51.17569,consensus
23,High,3,A,2025-01-01 12:13:13.17569,cohesion
23,High,3,A,2025-01-01 12:19:55.17569,consensus
23,High,3,A,2025-01-01 12:21:56.17569,monitor
23,High,3,A,2025-01-01 12:28:44.17569,plan
23,High,3,A,2025-01-01 12:36:29.17569,plan
23,High,3,A,2025-01-01 12:38:42.17569,consensus
23,High,3,A,2025-01-01 12:41:33.17569,plan
23,High,3,A,2025-01-01 12:43:05.17569,plan
24,High,3,A,2025-01-01 12:12:15.17569,plan
24,High,3,A,2025-01-01 12:13:03.17569,plan
24,High,3,A,2025-01-01 12:13:09.17569,plan
25,High,3,A,2025-01-01 12:12:50.17569,plan
25,High,3,A,2025-01-01 12:17:03.17569,plan
25,High,3,A,2025-01-01 12:21:22.17569,plan
25,High,3,A,2025-01-01 12:22:00.17569,cohesion
25,High,3,A,2025-01-01 12:22:52.17569,emotion
25,High,3,A,2025-01-01 12:30:25.17569,consensus
25,High,3,A,2025-01-01 12:37:53.17569,plan
25,High,3,A,2025-01-01 12:38:55.17569,plan
25,High,3,A,2025-01-01 12:44:42.17569,cohesion
25,High,3,A,2025-01-01 12:51:17.17569,consensus
25,High,3,A,2025-01-01 12:57:24.17569,plan
25,High,3,A,2025-01-01 13:05:04.17569,plan
25,High,3,A,2025-01-01 13:08:16.17569,emotion
25,High,3,A,2025-01-01 13:15:04.17569,cohesion
25,High,3,A,2025-01-01 13:21:51.17569,consensus
25,High,3,A,2025-01-01 13:23:26.17569,discuss
25,High,3,A,2025-01-01 13:30:36.17569,synthesis
25,High,3,A,2025-01-01 13:31:54.17569,consensus
25,High,3,A,2025-01-01 13:37:37.17569,plan
26,High,3,A,2025-01-01 12:13:51.17569,plan
26,High,3,A,2025-01-01 12:18:10.17569,coregulate
26,High,3,A,2025-01-01 12:25:58.17569,emotion
27,High,3,A,2025-01-01 12:09:13.17569,synthesis
27,High,3,A,2025-01-01 12:12:21.17569,consensus
27,High,3,A,2025-01-01 12:14:51.17569,plan
27,High,3,A,2025-01-01 12:21:09.17569,emotion
27,High,3,A,2025-01-01 12:25:52.17569,consensus
27,High,3,A,2025-01-01 12:30:11.17569,discuss
27,High,3,A,2025-01-01 12:33:40.17569,coregulate
27,High,3,A,2025-01-01 12:40:28.17569,cohesion
28,High,3,A,2025-01-01 12:13:14.17569,monitor
28,High,3,A,2025-01-01 12:19:15.17569,emotion
28,High,3,A,2025-01-01 12:26:44.17569,consensus
28,High,3,A,2025-01-01 12:34:48.17569,plan
28,High,3,A,2025-01-01 12:41:03.17569,consensus
28,High,3,A,2025-01-01 12:48:28.17569,plan
28,High,3,A,2025-01-01 12:56:11.17569,consensus
28,High,3,A,2025-01-01 13:02:07.17569,emotion
28,High,3,A,2025-01-01 13:06:40.17569,adapt
28,High,3,A,2025-01-01 13:07:08.17569,consensus
28,High,3,A,2025-01-01 13:13:05.17569,plan
28,High,3,A,2025-01-01 13:16:55.17569,consensus
28,High,3,A,2025-01-01 13:22:37.17569,plan
28,High,3,A,2025-01-01 13:25:39.17569,emotion
28,High,3,A,2025-01-01 13:31:08.17569,cohesion
28,High,3,A,2025-01-01 13:37:07.17569,plan
28,High,3,A,2025-01-01 13:41:40.17569,discuss
29,High,3,A,2025-01-01 12:08:59.17569,consensus
29,High,3,A,2025-01-01 12:17:06.17569,discuss
29,High,3,A,2025-01-01 12:21:29.17569,synthesis
30,High,3,A,2025-01-01 12:13:59.17569,emotion
30,High,3,A,2025-01-01 12:14:53.17569,plan
30,High,3,A,2025-01-01 12:19:44.17569,plan
30,High,3,A,2025-01-01 12:27:11.17569,plan
30,High,3,A,2025-01-01 12:32:24.17569,consensus
30,High,3,A,2025-01-01 12:36:13.17569,discuss
30,High,3,A,2025-01-01 12:41:46.17569,discuss
30,High,3,A,2025-01-01 12:46:06.17569,synthesis
30,High,3,A,2025-01-01 12:52:00.17569,plan
30,High,3,A,2025-01-01 12:59:05.17569,monitor
30,High,3,A,2025-01-01 12:59:59.17569,consensus
30,High,3,A,2025-01-01 13:00:07.17569,discuss
30,High,3,A,2025-01-01 13:02:17.17569,consensus
30,High,3,A,2025-01-01 13:08:58.17569,discuss
30,High,3,A,2025-01-01 13:11:35.17569,discuss
30,High,3,A,2025-01-01 13:19:07.17569,discuss
30,High,3,A,2025-01-01 13:26:23.17569,consensus
30,High,3,A,2025-01-01 13:33:10.17569,emotion
30,High,3,A,2025-01-01 13:36:15.17569,emotion
30,High,3,A,2025-01-01 13:36:56.17569,cohesion
30,High,3,A,2025-01-01 13:39:57.17569,cohesion
31,High,4,A,2025-01-01 10:10:08.075222,emotion
31,High,4,A,2025-01-01 10:10:52.075222,consensus
31,High,4,A,2025-01-01 10:17:43.075222,plan
31,High,4,A,2025-01-01 10:21:21.075222,monitor
31,High,4,A,2025-01-01 10:28:26.075222,monitor
31,High,4,A,2025-01-01 10:33:30.075222,consensus
31,High,4,A,2025-01-01 10:40:58.075222,coregulate
31,High,4,A,2025-01-01 10:48:01.075222,plan
31,High,4,A,2025-01-01 10:52:48.075222,emotion
31,High,4,A,2025-01-01 10:54:47.075222,consensus
31,High,4,A,2025-01-01 10:55:50.075222,coregulate
31,High,4,A,2025-01-01 11:00:01.075222,discuss
31,High,4,A,2025-01-01 11:02:02.075222,consensus
31,High,4,A,2025-01-01 11:02:11.075222,coregulate
31,High,4,A,2025-01-01 11:09:20.075222,cohesion
31,High,4,A,2025-01-01 11:10:30.075222,coregulate
31,High,4,A,2025-01-01 11:13:00.075222,discuss
31,High,4,A,2025-01-01 11:19:19.075222,consensus
31,High,4,A,2025-01-01 11:19:32.075222,discuss
31,High,4,A,2025-01-01 11:21:24.075222,coregulate
32,High,4,A,2025-01-01 10:10:24.075222,monitor
32,High,4,A,2025-01-01 10:18:43.075222,emotion
32,High,4,A,2025-01-01 10:19:42.075222,cohesion
32,High,4,A,2025-01-01 10:27:50.075222,consensus
32,High,4,A,2025-01-01 10:33:01.075222,plan
32,High,4,A,2025-01-01 10:33:40.075222,consensus
32,High,4,A,2025-01-01 10:41:02.075222,consensus
32,High,4,A,2025-01-01 10:45:35.075222,emotion
32,High,4,A,2025-01-01 10:51:56.075222,discuss
32,High,4,A,2025-01-01 10:57:55.075222,consensus
32,High,4,A,2025-01-01 11:04:44.075222,plan
32,High,4,A,2025-01-01 11:05:07.075222,consensus
32,High,4,A,2025-01-01 11:10:51.075222,monitor
32,High,4,A,2025-01-01 11:17:44.075222,discuss
32,High,4,A,2025-01-01 11:19:04.075222,consensus
32,High,4,A,2025-01-01 11:24:40.075222,plan
32,High,4,A,2025-01-01 11:32:04.075222,coregulate
32,High,4,A,2025-01-01 11:40:04.075222,plan
32,High,4,A,2025-01-01 11:41:23.075222,plan
32,High,4,A,2025-01-01 11:47:55.075222,emotion
32,High,4,A,2025-01-01 11:48:46.075222,cohesion
33,High,4,A,2025-01-01 10:09:47.075222,consensus
33,High,4,A,2025-01-01 10:17:00.075222,emotion
33,High,4,A,2025-01-01 10:17:47.075222,discuss
33,High,4,A,2025-01-01 10:19:55.075222,discuss
33,High,4,A,2025-01-01 10:28:08.075222,synthesis
33,High,4,A,2025-01-01 10:35:36.075222,consensus
33,High,4,A,2025-01-01 10:36:31.075222,coregulate
33,High,4,A,2025-01-01 10:39:27.075222,consensus
33,High,4,A,2025-01-01 10:40:28.075222,emotion
33,High,4,A,2025-01-01 10:41:59.075222,cohesion
33,High,4,A,2025-01-01 10:47:20.075222,consensus
33,High,4,A,2025-01-01 10:55:25.075222,plan
33,High,4,A,2025-01-01 10:58:20.075222,monitor
33,High,4,A,2025-01-01 11:05:41.075222,discuss
33,High,4,A,2025-01-01 11:05:53.075222,emotion
33,High,4,A,2025-01-01 11:12:40.075222,cohesion
33,High,4,A,2025-01-01 11:17:55.075222,consensus
33,High,4,A,2025-01-01 11:22:29.075222,discuss
33,High,4,A,2025-01-01 11:28:34.075222,consensus
33,High,4,A,2025-01-01 11:32:57.075222,plan
33,High,4,A,2025-01-01 11:33:03.075222,emotion
33,High,4,A,2025-01-01 11:35:37.075222,cohesion
33,High,4,A,2025-01-01 11:40:29.075222,consensus
34,High,4,A,2025-01-01 10:09:14.075222,plan
34,High,4,A,2025-01-01 10:10:47.075222,consensus
34,High,4,A,2025-01-01 10:14:18.075222,plan
34,High,4,A,2025-01-01 10:20:23.075222,consensus
34,High,4,A,2025-01-01 10:27:44.075222,coregulate
34,High,4,A,2025-01-01 10:32:11.075222,monitor
34,High,4,A,2025-01-01 10:40:12.075222,plan
34,High,4,A,2025-01-01 10:42:30.075222,consensus
34,High,4,A,2025-01-01 10:43:22.075222,discuss
34,High,4,A,2025-01-01 10:46:23.075222,discuss
34,High,4,A,2025-01-01 10:46:56.075222,coregulate
34,High,4,A,2025-01-01 10:51:38.075222,emotion
34,High,4,A,2025-01-01 10:55:00.075222,cohesion
34,High,4,A,2025-01-01 11:00:40.075222,coregulate
34,High,4,A,2025-01-01 11:00:48.075222,synthesis
34,High,4,A,2025-01-01 11:08:33.075222,emotion
34,High,4,A,2025-01-01 11:10:28.075222,consensus
34,High,4,A,2025-01-01 11:15:44.075222,plan
34,High,4,A,2025-01-01 11:22:05.075222,monitor
34,High,4,A,2025-01-01 11:25:40.075222,plan
34,High,4,A,2025-01-01 11:33:51.075222,plan
34,High,4,A,2025-01-01 11:39:27.075222,consensus
34,High,4,A,2025-01-01 11:43:24.075222,discuss
34,High,4,A,2025-01-01 11:43:43.075222,consensus
35,High,4,A,2025-01-01 10:07:18.075222,monitor
35,High,4,A,2025-01-01 10:08:08.075222,consensus
35,High,4,A,2025-01-01 10:12:41.075222,plan
35,High,4,A,2025-01-01 10:17:31.075222,discuss
35,High,4,A,2025-01-01 10:20:17.075222,consensus
35,High,4,A,2025-01-01 10:22:03.075222,consensus
35,High,4,A,2025-01-01 10:22:10.075222,discuss
35,High,4,A,2025-01-01 10:28:45.075222,synthesis
35,High,4,A,2025-01-01 10:32:23.075222,consensus
35,High,4,A,2025-01-01 10:33:34.075222,cohesion
35,High,4,A,2025-01-01 10:41:29.075222,consensus
35,High,4,A,2025-01-01 10:43:52.075222,discuss
35,High,4,A,2025-01-01 10:44:08.075222,consensus
35,High,4,A,2025-01-01 10:48:19.075222,emotion
35,High,4,A,2025-01-01 10:55:17.075222,consensus
35,High,4,A,2025-01-01 10:57:26.075222,plan
35,High,4,A,2025-01-01 11:03:58.075222,consensus
35,High,4,A,2025-01-01 11:05:18.075222,plan
35,High,4,A,2025-01-01 11:06:51.075222,discuss
35,High,4,A,2025-01-01 11:11:14.075222,coregulate
35,High,4,A,2025-01-01 11:13:49.075222,cohesion
35,High,4,A,2025-01-01 11:16:42.075222,consensus
35,High,4,A,2025-01-01 11:20:12.075222,coregulate
36,High,4,A,2025-01-01 10:13:59.075222,discuss
36,High,4,A,2025-01-01 10:17:53.075222,discuss
36,High,4,A,2025-01-01 10:18:44.075222,consensus
36,High,4,A,2025-01-01 10:26:57.075222,discuss
36,High,4,A,2025-01-01 10:34:11.075222,synthesis
36,High,4,A,2025-01-01 10:35:33.075222,consensus
36,High,4,A,2025-01-01 10:40:27.075222,adapt
36,High,4,A,2025-01-01 10:46:01.075222,cohesion
36,High,4,A,2025-01-01 10:52:59.075222,consensus
36,High,4,A,2025-01-01 10:55:02.075222,consensus
36,High,4,A,2025-01-01 11:00:28.075222,discuss
36,High,4,A,2025-01-01 11:05:07.075222,emotion
36,High,4,A,2025-01-01 11:05:25.075222,consensus
36,High,4,A,2025-01-01 11:08:39.075222,consensus
36,High,4,A,2025-01-01 11:14:26.075222,emotion
37,High,4,A,2025-01-01 10:11:08.075222,discuss
37,High,4,A,2025-01-01 10:15:04.075222,consensus
37,High,4,A,2025-01-01 10:21:27.075222,consensus
37,High,4,A,2025-01-01 10:26:20.075222,discuss
37,High,4,A,2025-01-01 10:26:58.075222,cohesion
37,High,4,A,2025-01-01 10:34:26.075222,consensus
37,High,4,A,2025-01-01 10:40:21.075222,coregulate
37,High,4,A,2025-01-01 10:42:48.075222,cohesion
37,High,4,A,2025-01-01 10:48:18.075222,consensus
37,High,4,A,2025-01-01 10:52:50.075222,discuss
37,High,4,A,2025-01-01 10:54:40.075222,discuss
37,High,4,A,2025-01-01 11:02:06.075222,consensus
37,High,4,A,2025-01-01 11:09:56.075222,plan
37,High,4,A,2025-01-01 11:14:50.075222,emotion
